DISTRICT_CODE,DISTRICT_NAME,member_2015,instruction_2015,pupilstaffsupport_2015,admin_2015,operations_2015,transportation_2015,facility_2015,foodcommservice_2015,member_2016,instruction_2016,pupilstaffsupport_2016,admin_2016,operations_2016,transportation_2016,facility_2016,foodcommservice_2016,member_2017,instruction_2017,pupilstaffsupport_2017,admin_2017,operations_2017,transportation_2017,facility_2017,foodcommservice_2017,member_2018,instruction_2018,pupilstaffsupport_2018,admin_2018,operations_2018,transportation_2018,facility_2018,foodcommservice_2018,member_2019,instruction_2019,pupilstaffsupport_2019,admin_2019,operations_2019,transportation_2019,facility_2019,foodcommservice_2019,member_2020,instruction_2020,pupilstaffsupport_2020,admin_2020,operations_2020,transportation_2020,facility_2020,foodcommservice_2020,member_2021,instruction_2021,pupilstaffsupport_2021,admin_2021,operations_2021,transportation_2021,facility_2021,foodcommservice_2021,member_2022,instruction_2022,pupilstaffsupport_2022,admin_2022,operations_2022,transportation_2022,facility_2022,foodcommservice_2022,member_2023,instruction_2023,pupilstaffsupport_2023,admin_2023,operations_2023,transportation_2023,facility_2023,foodcommservice_2023
5607,Stevens Point Area,7461,49943964,6807838,8270892,10356135,5579010,2533696,2955916,7425,49706139,6835740,7488806,10640467,5322962,2842877,3360347,7454,51304917,6777619,6970112,12973061,3610002,1947073,3483193,7564,52437184,7393682,6903824,11450879,5657897,669802,3553967,7512,55475027.37,7214309.81,7286138.08,11953965.49,4420034.65,237269.52,3483081.54,7524,58892327.49,7383980.77,7207339.62,13070692.12,4536955.3,9170882.63,3614985.62,7264,61220361.25,7792226.19,8313011.93,11722881.62,4707229.73,6687854.82,3523666.7,7417,62820608.36,9361231.17,7706466.2,16483124.04,4382220.78,7550243.07,4709973.19,7553,65727503.85,9214302.3,7974882.89,13197923.17,4961535.47,11112120.68,4993620.28
5614,Stockbridge,245,1796526,216225,314416,343730,87818,268263,79173,245,1757463,221612,328805,376993,102712,393518,80255,239,1787997,228805,353096,364218,89910,345560,93402,240,1750695,272560,360505,350171,89398,349540,87734,245,1799216.24,306075.19,348223.6,323988.86,84143.35,427719.2,90450.96,239,1794749.05,286718.61,394098.68,400139.01,76714.13,319998,86374.81,241,1922707.65,322874.61,362952.66,424009.82,79917.37,256555,94465.04,254,1963399.71,412397.3,381856.82,422052.61,66159.18,317229.02,148949,271,2201587.09,428285.29,373678.87,448764.88,93554.51,302394.82,126510.29
3542,Stone Bank,282,1989267,437598,467566,614887,118245,355350,151092,280,1974215,428302,562655,468685,121863,248777,142379,287,1959100,413514,530593,484811,126240,307195,156264,295,1761904,404484,518397,541819,140370,279845,156427,298,1850596.35,550659.11,557970.29,596846.23,150610.43,281245,180255.55,293,1946283.6,487274.84,560755.36,547436.67,123113.78,282570,150662.23,275,1734445.16,587534.18,615873.69,583836.25,140929.25,283820,187511.08,273,2028141.86,610680.86,607525.32,543922.2,134010.4,283720,223067.07,268,2071494.47,518645.22,641729.66,554306.98,130831.66,283520,242121.2
5621,Stoughton Area,3267,22380422,3786458,2661790,7292108,1221940,2641406,1090649,3234,23029572,3797083,2685334,7756969,1272288,2865272,1147512,3205,23119573,4251515,2826238,7787376,1218060,1550976,1228900,3142,23566502,4576378,2748841,8102976,1390203,2478687,1213504,3043,24509522.51,4878426.36,2851604.33,7619159.43,1386170.69,2553659.61,1228354.59,2997,24384875.75,4828126.75,2885639.84,7012071.55,1222842.63,2297815.81,1158973.36,2834,23518220.5,4800933.84,2803154.92,6438727.96,1098927.25,3611892.83,1062337.34,2820,24093213.49,5050622.49,2910920.75,6616609.18,1247578.32,2692263.79,1516318.12,2835,24551347.48,4922237.06,3190167.54,6934143.93,1408841.75,3726334.15,1672809.89
5628,Stratford,932,5955614,812812,808094,1102081,718983,688973,350308,960,5944715,901294,826577,1140733,726119,964145,363880,954,6271902,867582,863677,1112523,740490,894410,343886,928,6330624,945770,880387,1191155,756008,976530,338377,909,6913475.73,968433.6,908900.74,1105886.43,781520.5,1135745.29,350924.99,893,6254048.04,944699.83,890684.13,1470992.36,729710.49,1629728.27,292636.36,860,6964548.04,948543.52,926361.04,978816.95,768372.37,1249732,293254.52,852,6942006.39,931435.24,1097828.71,1384201.99,793434.35,1246010.93,407579.8,846,6898124.15,1187804.77,973400.9,1308894.25,752139.55,1447382.93,413704.6
5642,Sturgeon Bay,1108,7921156,1275416,1344611,2697805,458094,0,672703,1115,8720171,1145228,1432250,2553694,429975,0,685590,1130,8978333,1075255,1486803,2898631,454287,400000,680911,1122,8486251,1414562,1703366,2498914,474477,70026,735585,1110,8732471.95,1537112.59,1823366.44,2959272.53,482510.24,173610,639926.4,1093,9373460.65,1615362.68,1705350.63,2780703.44,442323.59,47362.5,885123.36,1105,9956774.76,1655466.05,1858003.78,2857996.95,394761.06,1483221.41,835706.58,1067,10336009.09,1827597.7,2141853.65,3355029.68,432579.65,1228200.18,885050.88,1098,11587854.35,1715623.59,1797067.05,2709234.14,528721.98,1314392,943158.43
5656,Sun Prairie Area,7919,54286722,13206913,6533274,10480311,3930664,13497881,2638617,8185,56131675,13991813,6922771,11264976,3852423,14697058,2838364,8272,57300721,13766471,6873862,11006999,4069292,14904766,3165096,8394,59167291,13352129,7069787,12098665,4310969,17958616,3184636,8482,63363373.74,13546167.12,7482933.27,14046480.45,4573484.02,15632503.26,3254039.47,8536,64587194.19,14406175.59,8003926.31,13983596.31,4483474.41,23035469.74,3169169.62,8428,65247281.06,15746654.82,8063442.2,14394673.37,3768827.84,29293748.92,2512167.3,8419,69146797.97,16695099.37,9238999.13,15505999.04,4675835.96,18962674.98,4334602.84,8490,70724736.68,19777788.57,9839869.63,18512608.69,5376534.41,22848909.92,4962134.31
5663,Superior,4715,30801891,5821249,5079937,9577227,2677586,5501267,3356258,4720,31251507,5824159,5028565,7139047,2461952,6148932,3011421,4809,32414538,5383715,5118070,6765833,2727284,5501079,2887331,4824,32376659,5623268,5205315,8017940,3344881,8779260,2864848,4677,32346504.48,5992973.27,5030491.48,7884898.38,2762418.14,9823392.62,2774871.73,4598,32779969,6327133.9,4856832.43,7956943.99,2414371.49,6717657.45,2893111.45,4293,33040396.11,6661363.35,4937853.15,9112032.25,2775064.14,9150244.61,2409470.03,4491,34180161.14,7714247.66,5983575.05,8761211.98,2738569.74,6857975.64,3390099.73,4462,34113515.23,8158218.7,5805491.18,10641965.23,2843265.6,12585340.04,3560669.82
5670,Suring,416,3325873,431534,571561,876205,471365,308070,185548,420,3285358,389261,569752,944816,439535,0,183147,409,3401138,406305,581184,820475,430770,0,172543,391,3286314,368437,595573,975990,440731,    ,177104,402,3087423.42,514018.3,640508.92,913878.13,506995.19,0,196817.21,403,3234924.6,612965.44,638472.72,981062.9,473012.2,0,219777.03,367,3353643.65,711101.56,771653,1390900.31,434690.44,0,180629.2,362,3622801.06,647935.12,793906.76,1209640.91,520676.48,141258.58,233893.06,356,4014852.69,837995.13,699220.89,1118995.95,478063.21,320505,295729.58
3510,Swallow,531,3369536,705100,603474,936176,162797,501364,127918,507,3486613,626241,624322,818781,162537,579605,134252,496,3339378,623182,618966,1025674,159037,712257,165064,471,3465362,548021,637676,823442,190581,630543,128374,448,3484265.12,614951.77,697734.44,780579.98,194562.03,224043.55,142555.26,423,3474650.86,748674.46,635019.39,684378.73,155451.17,1001768.29,111255.38,408,3038589.02,525690.28,583866.41,773189.36,165995.57,704853.71,125750.85,422,3048017.93,594604.16,651666.97,990907.29,181372.09,581185,156446.74,422,3422135.26,672526.26,541962.91,757275.54,200842.99,784555,182437.98
5726,Thorp,575,3795984,412161,637283,1044173,443297,59741,329994,587,3918476,457742,654842,1132007,424349,59741,364531,587,4139230,471953,712358,1117628,425729,136798,351566,593,4124139,558356,809530,1025984,437449,306613,362387,583,4140392.13,663869.01,799088.1,1140381.52,444764.76,501970.23,423087.46,583,4413666.65,697983.96,830322.56,1091725.56,467783.13,766789.69,472227.75,554,4541485.57,892149.34,814653.53,1439304.12,418497.84,511718,530857.12,559,5002223.13,900474.22,875552.29,1507280.93,462439.72,508808,505893.17,568,5191331.56,1048770.74,969818.46,1269522.68,543631.31,774290,537079.96
5733,Three Lakes,499,4956326,733847,1208185,1132586,568310,52789,403553,480,4752399,681051,1203161,1198516,552441,1599,390312,490,4798159,732655,1267796,1322323,606544,310577,442838,486,4918142,683306,1307505,1302859,608843,344039,490911,510,5248533.13,703012.11,1356952.55,1014698.75,607074.01,464381.93,510354.45,491,5443880.78,740032.68,1264497.94,1096938.78,664074,419190.55,469196.88,507,5808721.35,936995.82,1288387.97,1410406.08,605861.87,371772,457907.52,495,5822003.31,751644.65,1434053.13,1432562.41,755814.99,60496.93,523939.55,504,6459278.14,800973.59,1543730.5,1431290.96,770970.05,95217.79,566411.48
5740,Tigerton,267,2048344,287081,428979,592981,113771,234616,330691,258,1846372,257156,418563,642716,115442,234350,366929,237,1834521,286681,411440,689311,101056,238100,413966,249,1854273,304671,408236,553641,237493,250974,457603,254,1987514.78,287681.78,422358.4,652664.25,164691.5,265602.98,454534.17,253,2004770.71,261132.25,437479.82,713010.95,86529.78,389557.8,497350.66,253,2203157.63,308214.44,453866.05,927128.8,196033.78,315538.34,568076.67,265,2286722.59,382927.31,470294.59,779904.62,134766.9,231265.24,612963.59,267,2490558.6,434023.94,508017.65,888141.54,187502.98,229118.52,687829.03
5747,Tomah Area,3098,20506964,2683761,2232434,4354918,2314219,2307117,1578092,3107,20292657,2675971,2236191,4627982,2426680,1816283,1475006,3169,21720419,2688091,2324100,4558299,2367378,1445142,1482441,3164,21643591,2708000,2446678,4603143,2741827,1931915,1496978,3257,22174644,3294596.09,2503155.67,4558238.16,2694162.1,2309187.27,1475235.98,3248,23368788.9,3948514.95,2666128.88,4394227.22,2520646.26,1357891.65,1432630.71,3119,23636793.71,3727336.42,2812777.11,4646925.9,2480740.14,1759121.31,1411982.06,3183,24815460.26,4870655.51,2977813.71,4919200.66,3153046.71,987008.76,1689883.94,3181,25660922.42,4287682.32,2947888.68,5424485.81,2856755.76,1037834.54,1864237.47
5754,Tomahawk,1267,8194268,1748896,1261195,2029698,942803,728758,584357,1269,8242794,1869228,1235640,2061909,929422,729213,735926,1239,8439265,2119444,1364595,1995943,927182,747431,746785,1225,8364431,2562641,1330698,2089918,948899,2810807,767950,1180,9139220.44,2064666.97,1379878.91,2484217.19,956035.37,82122.56,788162.97,1165,9088343.04,2242791.96,1405316.72,2306563.74,917722.66,165368.45,897757.82,1103,9800144.59,2287093,1374189.86,2497191.69,964079.77,849858.48,917941.97,1149,9287929.8,1934546.51,1743686.07,2413356.35,1001523.91,391720.22,1130176.56,1174,9436294.71,2165626.43,1410575.9,2658639.75,1039947.52,405036,1002413.76
126,Tomorrow River,976,6346381,1136015,990534,1236494,501363,887062,533168,982,6162178,1012070,1061526,1099034,496110,862785,565435,985,6007716,1014599,1085736,1235923,486035,874010,588312,968,6144163,982214,1090017,1467704,501877,899643,623941,942,6193104.35,1114847.9,1202703.92,1608813.71,515514.57,1995628.56,588474.46,942,6540814.73,1113055.68,1180735.69,1560571.1,497669.19,2508821.15,576404.65,908,6498194.89,1318414.45,1303800.41,1807163.85,495263.57,1441731.25,564089.11,894,7071080.8,1305322.91,1347122.99,1812885.48,551361.66,71031.87,722235.47,906,7376461.85,1613064.99,1403693.57,1959582.65,579302.78,2006507.94,702922.11
5780,Trevor-Wilmot Consolidated,520,4013200,579092,661929,875196,301746,1066733,181127,469,4053896,569504,648429,1078631,317003,921713,181223,452,3660173,620284,704440,916839,300140,860769,209174,453,3389073,826696,758749,922049,318262,988014,157833,484,3366985.25,899283.71,804283.43,1110246.61,340337.2,1190329.52,194591.91,456,3695623.19,992788.57,759552.37,1186257.17,288779.26,1971100.58,211982.88,443,3625795.8,848650.28,765028.79,1123963.83,272232.26,1357124.94,166566.89,430,3557117.54,886930.94,883994.98,1161157.59,328230.87,1401541.12,335649.02,432,3761545.02,1093317.63,861516.35,1207291.18,391905.3,719874.25,246406.14
4375,Tri-County Area,642,5227513,548460,666352,955471,514756,0,384936,640,5067184,549319,679419,1056620,451820,0,374104,637,5251918,545456,707239,995098,387358,0,350113,638,5356483,464587,709315,966720,385629,    ,372896,635,5526949.09,488633.63,720996.49,1068815.54,396802.08,0,377042.11,640,5660794.38,611820.85,749493.94,928397.01,323607.88,0,532898.8,607,5607731.36,818852.93,776202.5,1057159.28,414666.04,8193.44,485241.65,607,6033484.27,884862.87,820378.09,1195726.05,420476.08,0,559611.52,635,6145880.4,933985.57,802195.63,1196819.67,457750.44,0,599029.8
5810,Turtle Lake,485,3502140,409999,595200,1023983,314447,261629,274969,466,3540665,270830,699160,1058411,283290,260264,271404,480,3801212,309667,703121,808291,269879,376739,296451,497,3888737,280945,757618,906817,300655,639209,291681,488,3749011.24,412746.73,736340.42,754370.45,282254.65,996834.16,277198.43,494,3652295.27,454774.97,754705.84,880510.2,202851.87,666859.44,356749.21,487,4014775.46,712886.41,800858.01,769498.42,291795.49,180956.51,422417.21,461,3991043,545550.88,835394.61,780325.99,334491.54,311275.3,483445.92,458,3942732.78,632656.32,842954.53,919861.6,370287.62,201690.94,459710.03
5817,Twin Lakes #4,493,3496312,412398,637108,520743,194276,699747,197147,471,3605694,290985,690945,464166,161489,782883,188493,477,3489393,362546,708272,507529,159215,777951,191610,470,3726770,360515,762884,512071,170553,785351,177019,465,3981373.59,556709.99,861835,800913.81,164953.94,815685.53,202221.6,431,3693389.54,571515.41,777536.15,575039.82,120200.71,826308.19,161730.64,384,3623308.44,427381.72,763023.99,569577.58,148837.9,833237.02,115743.58,388,3698967.76,463015.88,676588.15,681100.87,179524.13,1383191.62,244323.72,367,3507936.78,569237.32,607350.02,747561.54,128797.72,815337.45,220605.16
5824,Two Rivers,1798,11538520,1865785,1727706,2791929,937510,2071375,826693,1804,11617418,1973076,1755809,2750017,946216,2057453,738900,1812,11864527,1941725,1848225,2673789,927765,2049319,764191,1792,11572218,1978834,1976495,2654450,940235,2305889,770305,1811,11706790.12,2600574.3,1858014.8,2693408.34,944033.28,2259699.52,644619.16,1736,12444135.43,2876053.33,1873633.66,2713321.44,875874.83,2257465,771088.84,1689,12179632.5,3109620.17,2038456.41,3005151.03,678214.42,1612843.45,825589.25,1751,13158605.08,3210768.36,2042852.56,3286081.74,786986.55,1552078,1187501.08,1735,12444025.75,3948775.82,2100501.19,2998547.69,819775.15,2801274.09,1451861.24
5859,Union Grove J1,662,5025545,571661,847651,1653527,202731,1092983,342754,679,5031180,552831,873876,1381852,179560,1154511,290609,669,4691757,613861,831571,1473890,197709,1111671,267814,639,4466770,694864,879721,1447419,193665,1141600,282833,620,4844348,806688.31,900054.67,1485086.49,226995.16,1235251.95,277522.38,580,4618019.72,806823.27,943640.16,1683594.85,206630.15,1335679.15,265892.13,560,4425266.49,923428.2,916298.85,1463996.81,186076.46,1537485,297140.33,594,3941066.23,965823.85,962896.23,1746309.45,236634.37,731609.41,408108.43,620,4391492.72,1239951.64,947732.35,1401835.07,267635.96,2358076.96,351924.3
5852,Union Grove UHS,747,4005972,976925,940115,1848451,406664,954399,491437,766,4212297,1042620,1004498,1836567,403095,1266430,527835,766,4453302,989641,1049883,1969842,390763,1587275,514946,739,4366322,1192211,1081603,2163038,428296,1019335,529497,709,4764563.54,1352513.79,1126848.16,1901297.69,459654.16,1701372.18,641397.28,724,4589658.83,1481491.08,1049955.5,2723937.7,431407.69,1229381.16,503172.38,709,4812645.47,1608958.97,1101140.57,2362167.19,448238.93,892469.58,387286.9,703,5043981.83,1653432.57,1170878.14,2151995.54,478872.2,1001696.27,554836.09,711,5269732.78,1861358.89,1383663.11,1793826.06,506086.4,1865281.12,613585.37
238,Unity,1104,7940813,1673807,1119500,1601061,593841,996523,1007280,1110,7583997,1066852,1215933,2315311,751582,2025789,963555,1083,7652361,1383135,1296657,1364286,809983,2545220,985336,1082,7354164,1171628,1303429,1742350,801442,2654983,1042079,1090,7656266.85,1325177.57,1298913.49,2341174.35,908614.88,1493216.37,993510.7,1079,7513202.31,1240405.32,1367574.04,2296775.24,745770.99,1553958.2,1238033.43,1013,8021873.05,1353001.95,1355637.65,2504275.43,905975.44,1181861.95,1583528.37,1008,7670436.4,2100046.48,1475359.71,2311176.77,1037123.28,1473434.25,3003167.88,1024,7984101.33,1590160.49,1579860.19,2408881.82,828392.41,1928288.73,2020020.61
5866,Valders Area,975,6828977,863540,936401,1946082,759224,665718,502713,974,6788082,885511,930529,1797735,719562,656688,563941,998,6812807,852258,976142,1784133,740969,681760,516638,985,6799992,858507,1043948,1980448,780915,655127,426872,957,6880160.89,1043367.41,1067145.89,2146318.13,744617.83,611533.76,434098.06,955,6727559.73,1123378.57,1087357.71,1955226.23,700638.28,901331.55,397213.3,918,7205471.83,1253420.32,1092391.25,2002075.03,721625.28,892426,520090.1,957,7500024.22,1109865.48,1159417.15,2344869.16,818959.22,1627810.51,581092.93,952,7663747.31,1075562.46,1168116.85,2166129.31,836772.8,512161,630309.36
5901,Verona Area,5198,39121825,5988385,5366780,8728359,2075553,7090273,2514666,5222,40035402,6107870,5400781,8372344,2190655,7060230,2574125,5314,39349420,6354223,5726181,11761420,2205792,15014016,2600729,5457,40039375,6484395,6441451,9951799,2307048,27692608,2783029,5567,41954189.87,7503245.95,6176141.3,9128414.24,2863958.52,12004398.18,3033869.3,5690,43310972.02,7956416.14,6721632.11,9487435.87,2731715.8,19015428.69,2644461.17,5687,43689051.41,9032957.82,7027259.51,12878650.24,2829992.52,20072440.2,2579862.95,5707,46361002.93,9957824.81,7650707.95,12217012.5,2950933.06,20549730.76,3564117.72,5753,50990899.08,11684260.76,8544704.17,14724037.27,3224737.29,14873606.35,4219859.47
5985,Viroqua Area,1149,8443743,1139797,1215318,1716255,583673,1270756,637876,1171,8731475,1117182,1283940,1581598,620005,856358,611814,1162,8460887,1189562,1275939,1523463,737252,876414,559886,1177,8396277,1213524,1235371,1834433,575572,813932,693798,1129,8599008.45,1229721.26,1287461.68,1914317.21,729718.29,809870,720602.85,1129,8982773.92,1287294.31,1315760.81,2162906.46,554337.19,815032.29,833696.52,1065,9698320.45,1304800.52,1362717.98,2095966.26,887067.34,575976.08,805178.87,1112,10287655.1,1459569.08,1440321.98,2087084.8,1019301.32,689730.45,837822.82,1120,10838363.54,1705356.56,1488705.93,2394758.04,1111992.36,1555894.03,1859393.78
5992,Wabeno Area,410,3694638,352135,743787,993474,306385,286000,335729,420,3810275,352401,691650,1044895,347073,45736,363811,403,3613683,415468,708661,1111180,260508,28946,336818,409,4178843,401833,732224,1051811,351351,114706,352911,402,4021872.98,451113.06,770911.89,1270187.34,275863.67,96320.1,339329.59,389,4219893.21,431818.59,795066.04,1071889.54,359776.32,89415.28,540368.93,374,4384335.3,436846.14,789933.89,1023575.6,242440.82,45685.99,544516.58,397,4383394.18,578826.22,811849.21,1103290.47,380556.76,51393.13,537661.28,407,4652396.01,652673.4,838987.22,1429762.9,324814.45,53455.72,610484.92
6022,Walworth J1,522,3631619,582526,461749,849716,171788,0,263322,513,3981611,638252,464789,583285,170471,320583,243687,501,3800781,531111,453799,782292,156417,536750,236591,531,3939030,566390,450674,816369,205894,574450,287768,459,3444336.98,558693.38,463256.28,791594.76,165282.09,576250,297769.43,425,3591862.3,714301.37,368230.28,851569.07,136924.87,572850,258059.45,417,3466400.29,732777.02,371498.69,922046.52,154357.96,574350,230408.57,415,3496664.16,742484.53,485350.26,798851.27,171299.61,575650,341520.15,410,3286971.51,797628.5,533851.92,645339.62,194307.6,574525,386557.9
6027,Washburn,522,3997797,810255,687464,1119120,392662,41600,367399,535,3941917,796674,735462,1013296,386389,114519,512738,524,3895442,771049,772157,1158502,414830,17000,481611,490,3884577,784617,784526,1449592,403331,17000,494135,488,3879407.16,929669.8,727885.77,1090127.21,486395.09,415715.77,563575.95,517,3902937.25,993511.81,732697.41,940783.38,322357.4,431334.29,639510.86,505,4280607.96,1147107.59,747086.61,1074096.46,351549.93,617225.02,626987.23,536,4363702.77,1089363.88,906223.25,821789.51,769621.41,448679.17,700662.26,502,4412635.34,1253326.36,880352.44,1204051.18,470225.19,233665.6,781652.01
